9.512610435485839844e+00 -4.339185729622840881e-02
9.869647979736328125e+00 -5.605768412351608276e-03
7.903413295745849609e+00 -1.684390939772129059e-02
1.163683605194091797e+01 -3.470649570226669312e-02
1.056424617767333984e+01 -2.207822538912296295e-02
1.141646289825439453e+01 -2.091935649514198303e-02
9.191412925720214844e+00 -3.139254152774810791e-01
7.237747192382812500e+00 -1.162159204483032227e+00
8.278614044189453125e+00 -2.270922422409057617e+00
1.066058826446533203e+01 -6.878716349601745605e-01
8.841532707214355469e+00 -3.753411531448364258e+00
-7.486880779266357422e+00 -9.406498633325099945e-03
4.213044643402099609e+00 -4.808355569839477539e-01
-3.817580223083496094e+00 -1.683017373085021973e+00
-4.545061662793159485e-02 -3.336138248443603516e+00
-7.435283184051513672e+00 -1.272227149456739426e-02
9.573008537292480469e+00 -1.245824396610260010e-01
-8.573400497436523438e+00 -4.553487300872802734e-01
-8.881169319152832031e+00 4.411892965435981750e-03
-9.393823623657226562e+00 -1.125498190522193909e-01
9.058921813964843750e+00 -5.409087538719177246e-01
9.144394874572753906e+00 -6.482534226961433887e-04
1.040362739562988281e+01 4.740216434001922607e-01
-9.508362770080566406e+00 -7.305398583412170410e-01
1.015013599395751953e+01 -2.725901365280151367e+00
-5.081442356109619141e+00 3.312378644943237305e+00
-8.167499542236328125e+00 1.548435240983963013e-01
8.165058135986328125e+00 -2.952485799789428711e+00
-1.217521476745605469e+01 -5.761885643005371094e-02
1.228415107727050781e+01 6.720430850982666016e-01
5.211423873901367188e+00 -3.698973059654235840e-01
-8.415843963623046875e+00 -2.391158342361450195e+00
1.114504814147949219e+01 -3.751927986741065979e-02
9.427472114562988281e+00 2.278573662042617798e-01
-8.798682212829589844e+00 6.686828136444091797e-01
9.390165328979492188e+00 -1.423457264900207520e+00
1.112266445159912109e+01 -3.126362562179565430e-01
-9.896660804748535156e+00 -2.132539898157119751e-01
-1.149292945861816406e+01 -3.355819731950759888e-03
-9.578703880310058594e+00 -1.217379212379455566e+00
-1.005560684204101562e+01 -1.155583739280700684e+00
1.130347061157226562e+01 -2.733503580093383789e+00
-8.798682212829589844e+00 6.686828136444091797e-01
1.050747680664062500e+01 1.175465822219848633e+00
1.017560958862304688e+01 -8.858268149197101593e-03
-7.732707500457763672e+00 2.698295831680297852e+00
1.358759212493896484e+01 1.205006837844848633e+00
9.222839355468750000e+00 -3.133412122726440430e+00
1.297767162322998047e+01 -2.151309490203857422e+00
5.046603202819824219e+00 -9.754641652107238770e-01
-1.072796630859375000e+01 6.665074825286865234e-01
-8.125591278076171875e+00 -1.753314971923828125e+00
8.394464492797851562e+00 -1.486902236938476562e-01
-9.417257308959960938e+00 -9.079924821853637695e-01
-1.175117778778076172e+01 -1.147162437438964844e+00
7.523505687713623047e+00 -1.329788684844970703e+00
1.085488510131835938e+01 -6.371767260134220123e-03
8.978771209716796875e+00 2.227140665054321289e+00
-9.786640167236328125e+00 -1.878024697303771973e+00
1.313399887084960938e+01 -8.895387649536132812e-01
1.019047832489013672e+01 -8.304466605186462402e-01
1.030523490905761719e+01 -1.018259152770042419e-01
-1.101687145233154297e+01 -1.725651882588863373e-02
7.502460479736328125e+00 -3.820213317871093750e+00
5.093232631683349609e+00 -5.737697601318359375e+00
-1.089130020141601562e+01 -5.788790583610534668e-01
-8.520399093627929688e+00 2.853903770446777344e+00
-1.000042247772216797e+01 -7.725941538810729980e-01
3.599372148513793945e+00 -2.944621801376342773e+00
1.400613784790039062e+01 1.858549952507019043e+00
-3.451601505279541016e+00 -2.509080410003662109e+00
-1.473454833030700684e+00 4.518565177917480469e+00
9.743677139282226562e+00 -1.457911849021911621e+00
-8.583092689514160156e+00 -3.544397115707397461e+00
-1.068734264373779297e+01 -3.152623176574707031e+00
8.578483581542968750e+00 -7.088484287261962891e+00
-1.034336757659912109e+01 1.644887804985046387e+00
1.156878185272216797e+01 -1.793625801801681519e-01
-9.617880821228027344e+00 6.406654715538024902e-01
1.517196178436279297e+01 -3.018446499481797218e-03
-7.652206897735595703e+00 -1.000789031386375427e-01
-2.250405848026275635e-01 -3.041132450103759766e+00
9.455224990844726562e+00 -1.252295076847076416e-02
1.055528640747070312e+01 1.428809523582458496e+00
1.360659599304199219e+01 -2.547079930081963539e-04
-7.337420463562011719e+00 -4.210449755191802979e-01
-8.384936332702636719e+00 9.701499342918395996e-01
-1.267645835876464844e+01 8.147248625755310059e-01
1.055525016784667969e+01 2.062434196472167969e+00
8.149789810180664062e+00 -6.320595145225524902e-01
8.681421279907226562e+00 -8.277464658021926880e-02
-8.395245552062988281e+00 6.407126784324645996e-01
