9.093107223510742188e+00 3.059092283248901367e+00 -2.886756882071495056e-02 -4.323704168200492859e-02 -4.684797674417495728e-02 -8.298249915242195129e-03 -2.381984144449234009e-02 -3.689497709274291992e-02 -1.203172281384468079e-02 -2.826651930809020996e-02
-1.111930012702941895e+00 2.933459281921386719e+00 -2.733999863266944885e-02 -9.692675620317459106e-02 -4.708351939916610718e-02 -5.586557090282440186e-02 -6.570486724376678467e-02 -7.807362079620361328e-02 -3.942015022039413452e-02 -2.344860509037971497e-02
6.966058254241943359e+00 3.378070116043090820e+00 -3.837637836113572121e-03 -2.331745252013206482e-02 -1.953467726707458496e-02 -2.232961915433406830e-02 -1.102290581911802292e-02 -6.432414799928665161e-02 -1.944304630160331726e-02 -2.563175186514854431e-02
-7.040354609489440918e-01 2.930192232131958008e+00 -1.332696247845888138e-02 -6.548571586608886719e-02 -4.022096097469329834e-02 -3.372603654861450195e-02 -4.702628031373023987e-02 -4.400434345006942749e-02 -3.461441025137901306e-02 -1.884778030216693878e-02
6.179064750671386719e+00 4.555800914764404297e+00 -9.487505070865154266e-03 -3.625335916876792908e-02 -1.810529828071594238e-02 -2.089786157011985779e-02 -2.241665311157703400e-02 -5.915715917944908142e-02 -2.667135186493396759e-02 -2.553871832787990570e-02
-8.321293592453002930e-01 2.932982444763183594e+00 -1.223453041166067123e-02 -7.113981246948242188e-02 -4.487556964159011841e-02 -3.688177093863487244e-02 -4.970423504710197449e-02 -5.545588210225105286e-02 -3.617716208100318909e-02 -1.767655648291110992e-02
8.740200042724609375e+00 3.005016565322875977e+00 -1.076128613203763962e-02 -2.074272371828556061e-02 -3.162702172994613647e-02 -2.360185422003269196e-02 -1.331578567624092102e-02 -1.099344789981842041e-01 -1.298301201313734055e-02 -2.225945703685283661e-02
8.796508789062500000e+00 3.859782695770263672e+00 -1.305761281400918961e-02 -2.949604019522666931e-02 -2.488819323480129242e-02 -5.984232202172279358e-02 -2.535245195031166077e-02 -1.639781296253204346e-01 -9.345030412077903748e-03 -2.247672528028488159e-02
7.768615245819091797e+00 3.240436553955078125e+00 -4.147864878177642822e-03 -2.249274216592311859e-02 -1.812426373362541199e-02 -4.351705312728881836e-02 -1.249271724373102188e-02 -1.129336878657341003e-01 -1.646764343604445457e-03 -1.583987474441528320e-02
8.383169174194335938e+00 2.096858501434326172e+00 -1.139502227306365967e-02 -3.505760058760643005e-02 -1.914792321622371674e-02 -5.966715514659881592e-02 -1.003925502300262451e-02 -1.577089875936508179e-01 -3.227246692404150963e-03 -2.345635928213596344e-02
7.636148929595947266e+00 3.240324974060058594e+00 -3.227370092645287514e-03 -2.110736258327960968e-02 -1.958614028990268707e-02 -4.070384427905082703e-02 -1.360333617776632309e-02 -1.077643856406211853e-01 -2.649998990818858147e-03 -1.565125584602355957e-02
-3.592761993408203125e+00 4.340656757354736328e+00 -2.527590468525886536e-02 -1.674028337001800537e-01 -1.137832403182983398e-01 -1.159986555576324463e-01 -2.942796424031257629e-02 -7.733619213104248047e-02 -6.833250075578689575e-02 -3.890191391110420227e-02
-6.819257140159606934e-01 3.676041603088378906e+00 -1.088770106434822083e-02 -5.855589732527732849e-02 -3.315168991684913635e-02 -5.056936666369438171e-02 -1.578911580145359039e-02 -5.719218030571937561e-02 -2.549061179161071777e-02 -2.458854950964450836e-02
8.941940307617187500e+00 2.873132467269897461e+00 -7.879442535340785980e-03 -4.272808879613876343e-02 -2.684080041944980621e-02 -6.333246827125549316e-02 -1.196078490465879440e-02 -1.693839281797409058e-01 -1.270462572574615479e-02 -2.434731647372245789e-02
-1.159098744392395020e+00 3.334764480590820312e+00 -1.463500224053859711e-02 -7.186089456081390381e-02 -4.542142152786254883e-02 -6.086731329560279846e-02 -1.497262343764305115e-02 -6.869021803140640259e-02 -2.167039737105369568e-02 -2.276154235005378723e-02
-3.387313783168792725e-01 2.846754074096679688e+00 -1.222861465066671371e-02 -5.586209520697593689e-02 -3.622492402791976929e-02 -6.339389085769653320e-02 -1.802363432943820953e-02 -1.114939749240875244e-01 -2.363491989672183990e-02 -2.423198893666267395e-02
6.773086071014404297e+00 3.207609415054321289e+00 -5.199383944272994995e-03 -2.559475414454936981e-02 -1.977336406707763672e-02 -4.583329707384109497e-02 -1.081086136400699615e-02 -1.059910655021667480e-01 -7.344336248934268951e-03 -2.257329598069190979e-02
7.007898807525634766e+00 3.897054672241210938e+00 -1.343588996678590775e-02 -3.608831390738487244e-02 -1.968422532081604004e-02 -4.977129772305488586e-02 -1.763967983424663544e-02 -1.080639362335205078e-01 -1.580476760864257812e-02 -1.981496065855026245e-02
-1.744316577911376953e+00 3.090495824813842773e+00 -1.695594005286693573e-02 -9.371021389961242676e-02 -6.191530078649520874e-02 -6.990500539541244507e-02 -1.871230825781822205e-02 -7.759565860033035278e-02 -3.021471761167049408e-02 -2.073129452764987946e-02
7.983511924743652344e+00 1.712729811668395996e+00 -1.011073775589466095e-02 -2.487347833812236786e-02 -1.131388917565345764e-02 -4.626356065273284912e-02 -8.482551202178001404e-03 -1.241677328944206238e-01 1.850490085780620575e-02 -1.551632210612297058e-02
7.885405063629150391e+00 3.336683988571166992e+00 -1.129912119358778000e-02 -5.337290465831756592e-02 -2.796772122383117676e-02 -6.936035305261611938e-02 -4.627593327313661575e-03 -1.666502356529235840e-01 -6.559849716722965240e-03 -2.479023672640323639e-02
7.598854541778564453e+00 2.393284797668457031e+00 -3.906381875276565552e-02 -7.033108174800872803e-02 -9.561152197420597076e-03 -2.678743377327919006e-02 -3.066885052248835564e-03 -1.051951497793197632e-01 -5.903824232518672943e-03 -3.883301466703414917e-02
-3.006128549575805664e+00 3.061042785644531250e+00 -6.876886356621980667e-03 -1.677274405956268311e-01 -4.681608080863952637e-02 -1.047564446926116943e-01 -6.888366769999265671e-03 -1.083877757191658020e-01 -3.786019608378410339e-02 -1.319377589970827103e-02
7.873076438903808594e+00 2.338701248168945312e+00 -3.678369522094726562e-02 -6.993286311626434326e-02 -6.458061747252941132e-03 -2.908476255834102631e-02 -7.696160580962896347e-03 -9.505701810121536255e-02 -1.618983224034309387e-02 -4.841369017958641052e-02
-1.223150491714477539e+00 2.250919818878173828e+00 -1.756770163774490356e-02 -8.292929828166961670e-02 -3.586285561323165894e-02 -6.020706519484519958e-02 -6.108495872467756271e-03 -8.072409778833389282e-02 -1.218472793698310852e-02 -1.871262677013874054e-02
7.595642089843750000e+00 3.820034027099609375e+00 -2.521224878728389740e-02 -5.832909047603607178e-02 -2.029726468026638031e-02 -1.449701748788356781e-02 -3.105103038251399994e-03 -9.112211316823959351e-02 -1.827416568994522095e-02 -5.626827478408813477e-02
